customer_id,last_purchase,frequency,monetary,total_profit,recency_days,signup_date,region,acquisition_channel,tenure_days,annual_purchase_frequency,avg_order_value,estimated_annual_value,estimated_clv,R_score,F_score,M_score,rfm_score,customer_segment
CUST00175,2025-11-01,26,8940.529999999999,3844.71,60,2024-10-19,East,Direct,438,21.666666666666668,343.8665384615384,7450.441666666667,10654.13,3,1,1,311,Needs Attention
CUST00176,2025-12-29,13,6451.7,2939.9,2,2024-07-12,West,Organic Search,537,8.836126629422719,496.2846153846154,4385.233705772812,6270.88,1,1,1,111,Lost Customers
CUST00177,2025-12-18,10,3895.92,1855.1100000000001,13,2024-10-28,Central,Direct,429,8.508158508158509,389.592,3314.71048951049,4740.04,1,2,2,122,Lost Customers
CUST00178,2025-09-08,2,414.07,110.52,114,2024-03-08,Central,Organic Search,663,1.10105580693816,207.035,227.95708898944196,325.98,4,5,5,455,Champions
CUST00179,2025-10-25,5,2603.44,1310.33,67,2025-01-13,East,Organic Search,352,5.184659090909091,520.688,2699.5897727272727,3860.41,3,4,3,343,Needs Attention
CUST00180,2025-10-07,10,3668.1899999999996,1635.04,85,2024-07-29,East,Social,520,7.01923076923077,366.81899999999996,2574.7872115384616,3681.95,3,2,2,322,Needs Attention
CUST00181,2025-09-12,9,4290.07,1814.62,110,2025-01-28,West,Organic Search,337,9.747774480712167,476.6744444444444,4646.514985163205,6644.52,4,2,2,422,Potential Loyalists
CUST00182,2025-06-09,2,1094.64,498.83,205,2024-03-04,South,Organic Search,667,1.0944527736131935,547.32,599.0158920539731,856.59,4,5,4,454,Champions
CUST00183,2025-12-11,29,9342.83,4227.54,20,2024-07-27,Central,Organic Search,522,20.27777777777778,322.16655172413795,6532.82174329502,9341.94,1,1,1,111,Lost Customers
CUST00184,2025-12-03,3,1082.55,381.25,28,2024-10-19,East,Email,438,2.5,360.84999999999997,902.1249999999999,1290.04,2,4,4,244,At Risk
CUST00185,2024-06-17,1,216.75,84.03,562,2024-07-27,North,Direct,522,0.6992337164750958,216.75,151.558908045977,216.73,5,5,5,555,Champions
CUST00186,2025-12-06,4,2499.13,1021.55,25,2024-07-06,North,Organic Search,543,2.6887661141804786,624.7825,1679.894014732965,2402.25,2,4,3,243,At Risk
CUST00187,2025-12-27,4,1154.86,576.06,4,2024-03-10,Central,Referral,661,2.208774583963691,288.715,637.706354009077,911.92,1,4,4,144,At Risk
CUST00188,2024-10-24,2,787.23,238.91000000000003,433,2024-06-09,North,Direct,570,1.280701754385965,393.615,504.1034210526316,720.87,5,5,5,555,Champions
CUST00189,2025-12-25,12,3011.13,988.9200000000001,6,2024-04-10,South,Organic Search,630,6.9523809523809526,250.9275,1744.5435714285716,2494.7,1,2,2,122,Lost Customers
CUST00190,2025-10-28,10,2718.0099999999998,994.7,64,2024-05-06,South,Organic Search,604,6.043046357615894,271.801,1642.5060430463575,2348.78,3,2,3,323,Needs Attention
CUST00191,2025-12-09,12,3402.06,1361.8600000000001,22,2024-10-14,North,Direct,443,9.887133182844243,283.505,2803.0516930022573,4008.36,2,2,2,222,Lost Customers
CUST00192,2025-02-01,2,968.85,387.21000000000004,333,2024-09-21,South,Direct,466,1.5665236051502145,484.425,758.8631974248926,1085.17,5,5,5,555,Champions
CUST00193,2025-11-18,19,5823.37,2499.2599999999998,43,2024-09-12,West,Social,475,14.6,306.49315789473684,4474.800105263158,6398.96,2,1,1,211,Lost Customers
CUST00194,2025-12-06,14,4101.05,1792.1100000000001,25,2024-05-31,North,Direct,579,8.825561312607945,292.9321428571429,2585.290587219344,3696.97,2,1,2,212,Lost Customers
CUST00195,2025-10-17,1,345.88,188.92,75,2025-02-07,Central,Organic Search,327,1.1162079510703364,345.88,386.07400611620795,552.09,3,5,5,355,Needs Attention
CUST00196,2025-03-18,2,566.8,217.7,288,2024-02-06,Central,Email,694,1.0518731988472623,283.4,298.1008645533141,426.28,5,5,5,555,Champions
CUST00197,2024-01-05,1,29.48,7.22,726,2024-05-23,South,Direct,587,0.6218057921635435,29.48,18.33083475298126,26.21,5,5,5,555,Champions
CUST00198,2025-11-29,10,4619.86,1859.03,32,2024-02-19,North,Paid Search,681,5.359765051395008,461.986,2476.136417033774,3540.88,2,2,1,221,Lost Customers
CUST00199,2025-07-31,9,3194.69,1377.28,153,2024-05-22,East,Direct,588,5.586734693877551,354.96555555555557,1983.0983843537415,2835.83,4,2,2,422,Potential Loyalists
CUST00200,2025-12-17,14,5917.83,2486.77,14,2025-02-07,North,Social,327,15.62691131498471,422.70214285714286,6605.528899082569,9445.91,1,1,1,111,Lost Customers
CUST00201,2025-12-21,31,10903.4,4868.06,10,2024-06-02,South,Direct,577,19.61005199306759,351.72258064516126,6897.29809358752,9863.14,1,1,1,111,Lost Customers
CUST00202,2024-11-04,3,1352.22,414.8,422,2025-01-16,Central,Email,349,3.1375358166189113,450.74,1414.212893982808,2022.32,5,4,4,544,Champions
CUST00203,2024-09-09,4,1729.9499999999998,819.61,478,2024-07-26,Central,Email,523,2.791586998087954,432.48749999999995,1207.326481835564,1726.48,5,4,4,544,Champions
CUST00204,2025-11-30,18,6444.929999999999,2546.09,31,2024-10-20,West,Paid Search,437,15.034324942791761,358.0516666666666,5383.065102974827,7697.78,2,1,1,211,Lost Customers
CUST00205,2025-11-17,16,6614.15,3234.5,44,2024-07-11,South,Paid Search,538,10.855018587360595,413.384375,4487.295074349442,6416.83,2,1,1,211,Lost Customers
CUST00206,2025-12-19,2,225.85999999999999,51.480000000000004,12,2024-04-21,West,Direct,619,1.1793214862681745,112.92999999999999,133.18077544426492,190.45,1,5,5,155,At Risk
CUST00207,2025-12-19,16,4597.04,2124.36,12,2024-11-16,West,Organic Search,410,14.24390243902439,287.315,4092.4868292682927,5852.26,1,1,1,111,Lost Customers
CUST00208,2025-10-18,9,2400.39,1034.31,74,2025-02-11,South,Organic Search,323,10.170278637770897,266.71,2712.5150154798757,3878.9,3,2,3,323,Needs Attention
CUST00209,2025-08-27,6,2931.9799999999996,1391.06,126,2024-04-20,West,Organic Search,620,3.5322580645161294,488.66333333333324,1726.0849999999998,2468.3,4,3,2,432,Loyal Customers
CUST00210,2025-09-21,5,1228.02,436.1,101,2024-11-23,North,Organic Search,403,4.528535980148884,245.60399999999998,1112.2265508684864,1590.48,4,4,4,444,Champions
CUST00211,2025-12-09,7,2420.79,1145.75,22,2024-04-19,North,Direct,621,4.114331723027375,345.82714285714286,1422.8475845410626,2034.67,2,3,3,233,At Risk
CUST00212,2025-11-22,18,5699.38,2367.76,39,2024-10-28,East,Email,429,15.314685314685315,316.63222222222225,4849.1228438228445,6934.25,2,1,1,211,Lost Customers
CUST00213,2025-11-02,2,244.53,90.63,59,2024-11-27,North,Direct,399,1.8295739348370925,122.265,223.69285714285712,319.88,3,5,5,355,Needs Attention
CUST00214,2025-11-15,10,3075.64,1298.95,46,2024-07-07,North,Organic Search,542,6.734317343173432,307.56399999999996,2071.233579335793,2961.86,2,2,2,222,Lost Customers
CUST00215,2025-07-28,9,2896.5,1238.68,156,2024-11-05,Central,Referral,421,7.802850356294536,321.8333333333333,2511.217339667458,3591.04,4,2,3,423,Potential Loyalists
CUST00216,2025-12-25,20,6773.29,2673.44,6,2024-04-24,Central,Email,616,11.85064935064935,338.6645,4013.3942370129867,5739.15,1,1,1,111,Lost Customers
CUST00217,2024-12-15,3,1481.34,672.48,381,2024-02-03,East,Email,697,1.5710186513629842,493.78,775.7375896700144,1109.3,5,4,4,544,Champions
CUST00218,2025-12-30,6,1374.16,525.25,1,2024-02-10,Central,Direct,690,3.1739130434782608,229.02666666666667,726.9107246376811,1039.48,1,3,4,134,At Risk
CUST00219,2025-01-26,2,965.81,388.07,339,2024-07-06,Central,Direct,543,1.3443830570902393,482.905,649.209300184162,928.37,5,5,5,555,Champions
CUST00220,2025-10-15,10,2369.15,948.35,77,2025-01-14,North,Direct,351,10.398860398860398,236.91500000000002,2463.6460113960115,3523.01,3,2,3,323,Needs Attention
CUST00221,2025-12-01,7,2473.35,1114.8400000000001,30,2024-02-23,East,Organic Search,677,3.774002954209749,353.3357142857143,1333.4900295420975,1906.89,2,3,3,233,At Risk
CUST00222,2025-08-15,2,734.71,334.88,138,2024-07-10,South,Paid Search,539,1.3543599257884973,367.355,497.5308905380334,711.47,4,5,5,455,Champions
CUST00223,2025-08-10,8,2605.84,1215.15,143,2024-10-22,North,Referral,435,6.712643678160919,325.73,2186.5094252873564,3126.71,4,3,3,433,Loyal Customers
CUST00224,2025-11-25,24,7561.35,3104.19,36,2024-03-25,West,Paid Search,646,13.560371517027864,315.05625000000003,4272.27979876161,6109.36,2,1,1,211,Lost Customers
CUST00225,2025-12-17,12,4314.4800000000005,2056.99,14,2024-10-30,South,Direct,427,10.257611241217798,359.54,3688.0215456674473,5273.87,1,2,2,122,Lost Customers
CUST00226,2025-12-05,1,224.93,101.42,26,2024-05-08,East,Social,602,0.6063122923588039,224.93,136.37782392026577,195.02,2,5,5,255,At Risk
CUST00228,2025-12-11,7,3698.19,1776.85,20,2024-08-31,North,Direct,487,5.24640657084189,528.3128571428572,2771.7440451745383,3963.59,1,3,2,132,At Risk
CUST00229,2025-08-20,3,1098.8700000000001,510.77000000000004,133,2024-08-17,Central,Referral,501,2.18562874251497,366.29,800.5739520958084,1144.82,4,4,4,444,Champions
CUST00230,2025-11-25,15,6745.32,2823.67,36,2024-03-15,North,Organic Search,656,8.346036585365853,449.688,3753.1124999999997,5366.95,2,1,1,211,Lost Customers
CUST00231,2025-05-11,2,546.97,178.95999999999998,234,2024-07-13,South,Organic Search,536,1.3619402985074627,273.485,372.4702425373134,532.63,5,5,5,555,Champions
CUST00232,2025-12-25,9,3989.54,1445.54,6,2024-12-25,South,Social,371,8.8544474393531,443.28222222222223,3925.0191374663077,5612.78,1,2,2,122,Lost Customers
CUST00233,2025-01-13,3,678.36,282.47,352,2024-01-09,East,Social,722,1.5166204986149583,226.12,342.93822714681437,490.4,5,4,5,545,Champions
CUST00234,2025-08-25,6,2455.36,1017.43,128,2024-11-14,East,Paid Search,412,5.315533980582524,409.2266666666667,2175.2582524271843,3110.62,4,3,3,433,Loyal Customers
CUST00236,2025-12-11,8,3712.3599999999997,1499.18,20,2024-10-29,North,Direct,428,6.822429906542055,464.04499999999996,3165.9144859813077,4527.26,1,3,2,132,At Risk
CUST00237,2025-12-28,17,6710.09,3030.46,3,2024-10-05,South,Direct,452,13.72787610619469,394.71117647058827,5418.546128318585,7748.52,1,1,1,111,Lost Customers
CUST00238,2025-11-07,11,5023.62,1924.8400000000001,54,2024-06-30,Central,Social,549,7.313296903460838,456.69272727272727,3339.929508196721,4776.1,3,2,1,321,Needs Attention
CUST00239,2025-10-07,17,7026.29,2648.0299999999997,85,2024-05-09,West,Email,601,10.324459234608986,413.31117647058824,4267.2143926788685,6102.12,3,1,1,311,Needs Attention
CUST00241,2025-08-31,7,4662.27,2201.01,122,2024-02-28,West,Social,672,3.8020833333333335,666.0385714285715,2532.3341517857143,3621.24,4,3,1,431,Loyal Customers
CUST00242,2025-11-21,9,2575.83,1181.78,40,2024-09-02,West,Paid Search,485,6.77319587628866,286.2033333333333,1938.5112371134019,2772.07,2,2,3,223,Lost Customers
CUST00243,2025-08-18,14,4852.48,1992.66,135,2024-02-09,North,Social,691,7.395079594790158,346.60571428571427,2563.1768451519533,3665.34,4,1,1,411,Potential Loyalists
CUST00244,2025-03-19,13,6766.04,3209.34,287,2024-09-29,South,Referral,458,10.360262008733624,520.4646153846154,5392.149781659388,7710.77,5,1,1,511,Potential Loyalists
CUST00245,2025-12-23,9,1668.46,609.65,8,2024-09-21,East,Organic Search,466,7.049356223175965,185.38444444444445,1306.8409871244635,1868.78,1,2,4,124,Lost Customers
CUST00246,2025-09-10,9,4361.76,1899.6399999999999,112,2024-02-05,South,Organic Search,695,4.726618705035971,484.64000000000004,2290.708489208633,3275.71,4,2,2,422,Potential Loyalists
CUST00247,2025-05-06,4,1789.64,892.49,239,2024-11-14,Central,Paid Search,412,3.5436893203883493,447.41,1585.4820388349515,2267.24,5,4,4,544,Champions
CUST00248,2025-11-02,2,395.2,215.98000000000002,59,2024-06-23,East,Direct,556,1.3129496402877698,197.6,259.43884892086334,371.0,3,5,5,355,Needs Attention
CUST00249,2025-10-28,12,4581.05,2002.17,64,2024-11-26,West,Referral,400,10.950000000000001,381.75416666666666,4180.208125,5977.7,3,2,2,322,Needs Attention
CUST00250,2025-12-21,18,6727.150000000001,2631.14,10,2024-01-18,Central,Organic Search,713,9.214586255259468,373.7305555555556,3443.7724403927077,4924.59,1,1,1,111,Lost Customers
CUST00251,2025-11-09,9,3915.5299999999997,1869.93,52,2024-03-16,East,Direct,655,5.015267175572519,435.0588888888889,2181.936564885496,3120.17,3,2,2,322,Needs Attention
CUST00252,2025-07-02,8,2964.01,1102.46,182,2024-07-26,Central,Email,523,5.583173996175908,370.50125,2068.5729445506695,2958.06,4,3,2,432,Loyal Customers
CUST00253,2025-12-10,20,7466.8,3438.63,21,2024-03-20,East,Social,651,11.213517665130569,373.34000000000003,4186.454685099847,5986.63,2,1,1,211,Lost Customers
CUST00254,2025-09-03,8,2347.16,849.55,119,2024-05-18,Central,Direct,592,4.9324324324324325,293.395,1447.1510135135134,2069.43,4,3,3,433,Loyal Customers
CUST00255,2025-07-28,18,4440.95,1926.69,156,2024-10-04,South,Organic Search,453,14.503311258278147,246.71944444444443,3578.2488962472407,5116.9,4,1,2,412,Potential Loyalists
CUST00256,2025-11-08,13,5913.099999999999,2813.56,53,2024-03-01,East,Paid Search,670,7.082089552238806,454.8538461538461,3221.3156716417907,4606.48,3,1,1,311,Needs Attention
CUST00257,2025-12-20,3,867.74,377.53000000000003,11,2024-10-11,East,Social,446,2.4551569506726456,289.24666666666667,710.1459641255605,1015.51,1,4,5,145,At Risk
CUST00258,2025-09-17,8,2557.39,1246.25,105,2024-02-13,North,Organic Search,687,4.250363901018923,319.67375,1358.7297671033477,1942.98,4,3,3,433,Loyal Customers
CUST00259,2025-09-21,8,3533.12,1584.9,101,2024-03-14,South,Referral,657,4.444444444444445,441.64,1962.8444444444444,2806.87,4,3,2,432,Loyal Customers
CUST00260,2025-12-06,25,9138.53,4149.79,25,2024-09-03,Central,Paid Search,484,18.853305785123965,365.5412,6891.6600206611565,9855.07,2,1,1,211,Lost Customers
CUST00261,2025-10-23,19,6401.77,2631.02,69,2024-11-29,West,Organic Search,397,17.46851385390428,336.9352631578948,5885.758312342569,8416.63,3,1,1,311,Needs Attention
CUST00262,2025-08-09,12,4099.51,1686.2,144,2024-03-12,North,Paid Search,659,6.646433990895296,341.62583333333333,2270.593550834598,3246.95,4,2,2,422,Potential Loyalists
CUST00263,2025-07-10,17,6278.77,2523.94,174,2024-05-05,South,Email,605,10.256198347107437,369.3394117647059,3788.01826446281,5416.87,4,1,1,411,Potential Loyalists
CUST00264,2025-09-21,7,3087.32,1082.2,101,2025-01-23,North,Organic Search,342,7.470760233918129,441.0457142857143,3294.9467836257313,4711.77,4,3,2,432,Loyal Customers
CUST00265,2025-07-31,6,1613.88,513.38,153,2025-02-19,North,Organic Search,315,6.9523809523809526,268.98,1870.0514285714287,2674.17,4,3,4,434,Loyal Customers
CUST00266,2025-12-23,28,9681.06,4029.2,8,2024-09-01,Central,Direct,486,21.02880658436214,345.7521428571428,7270.754938271604,10397.18,1,1,1,111,Lost Customers
CUST00267,2025-09-29,7,3117.5,1437.35,93,2024-07-06,East,Paid Search,543,4.705340699815838,445.35714285714283,2095.5570902394106,2996.65,3,3,2,332,Needs Attention
CUST00268,2025-11-08,16,6571.45,3093.07,53,2024-05-25,South,Email,585,9.982905982905983,410.715625,4100.13547008547,5863.19,3,1,1,311,Needs Attention
CUST00271,2025-12-14,10,6151.09,2837.77,17,2024-05-03,South,Paid Search,607,6.013179571663921,615.109,3698.760873146623,5289.23,1,2,1,121,Lost Customers
CUST00272,2025-02-01,1,325.64,162.2,333,2024-01-10,West,Social,721,0.5062413314840499,325.64,164.85242718446602,235.74,5,5,5,555,Champions
CUST00273,2025-09-01,8,1980.2199999999998,886.1,121,2024-03-04,West,Paid Search,667,4.377811094452774,247.52749999999997,1083.6286356821588,1549.59,4,3,3,433,Loyal Customers
CUST00274,2025-07-19,3,947.42,472.18,165,2025-02-06,Central,Direct,328,3.3384146341463414,315.8066666666667,1054.2935975609755,1507.64,4,4,5,445,Champions
CUST00275,2025-12-17,43,11345.08,4232.97,14,2024-06-24,West,Direct,555,28.279279279279276,263.83906976744186,7461.178738738738,10669.49,1,1,1,111,Lost Customers
CUST00276,2025-09-23,16,5695.75,2455.8,99,2024-07-21,East,Organic Search,528,11.06060606060606,355.984375,3937.4029356060605,5630.49,3,1,1,311,Needs Attention
CUST00277,2025-12-28,15,4622.28,1712.68,3,2024-07-15,West,Organic Search,534,10.252808988764045,308.152,3159.423595505618,4517.98,1,1,1,111,Lost Customers
CUST00279,2025-11-17,11,4063.88,1794.12,44,2024-01-28,West,Social,703,5.711237553342817,369.44363636363636,2109.9803698435276,3017.27,2,2,2,222,Lost Customers
CUST00280,2025-12-10,5,1080.05,386.93999999999994,21,2024-02-04,Central,Organic Search,696,2.6221264367816093,216.01,566.4055316091954,809.96,2,4,4,244,At Risk
CUST00281,2025-06-02,11,3552.69,1551.57,212,2024-04-25,West,Direct,615,6.528455284552845,322.9718181818182,2108.507073170732,3015.17,5,2,2,522,Potential Loyalists
CUST00282,2025-07-18,5,1696.44,720.03,166,2024-07-23,Central,Direct,526,3.4695817490494294,339.288,1177.1874524714829,1683.38,4,4,4,444,Champions
CUST00283,2025-12-13,10,3843.01,1754.08,18,2024-10-08,North,Direct,449,8.129175946547885,384.30100000000004,3124.0504454342995,4467.39,1,2,2,122,Lost Customers
CUST00284,2025-02-14,1,215.18,97.46,320,2024-07-25,West,Social,524,0.6965648854961831,215.18,149.88683206106867,214.34,5,5,5,555,Champions
CUST00285,2025-10-03,13,4326.62,2040.79,89,2024-07-04,East,Direct,545,8.706422018348624,332.81692307692305,2897.644587155963,4143.63,3,1,2,312,Needs Attention
CUST00286,2025-12-15,17,5694.71,2510.96,16,2025-01-28,East,Organic Search,337,18.412462908011868,334.9829411764706,6167.860979228486,8820.04,1,1,1,111,Lost Customers
CUST00287,2025-09-24,3,804.3399999999999,386.96000000000004,98,2024-03-08,West,Email,663,1.65158371040724,268.1133333333333,442.8116138763197,633.22,3,4,5,345,Needs Attention
CUST00288,2025-12-01,35,10621.49,4633.11,30,2024-08-28,Central,Paid Search,490,26.07142857142857,303.47114285714287,7911.9262244897955,11314.05,2,1,1,211,Lost Customers
CUST00289,2025-09-23,16,6340.23,2875.01,99,2024-08-15,Central,Direct,503,11.610337972166999,396.264375,4600.763320079523,6579.09,4,1,1,411,Potential Loyalists
CUST00290,2025-06-27,7,1217.1399999999999,376.51,187,2024-07-17,South,Social,532,4.802631578947368,173.87714285714284,835.0678571428571,1194.15,4,3,4,434,Loyal Customers
CUST00291,2025-07-21,4,916.38,342.64,163,2024-12-05,West,Direct,391,3.7340153452685425,229.095,855.4442455242968,1223.29,4,4,5,445,Champions
CUST00292,2025-10-28,6,1629.07,551.3,64,2024-04-22,West,Organic Search,618,3.5436893203883497,271.51166666666666,962.1529935275081,1375.88,3,3,4,334,Needs Attention
CUST00293,2025-03-10,6,2120.14,889.82,296,2025-02-04,South,Direct,330,6.636363636363637,353.3566666666666,2345.003333333333,3353.35,5,3,3,533,Loyal Customers
CUST00294,2025-09-09,10,4223.87,1848.03,113,2024-05-19,North,Social,591,6.175972927241963,422.387,2608.650676818951,3730.37,4,2,2,422,Potential Loyalists
CUST00295,2025-06-28,5,2354.25,853.6500000000001,186,2024-08-16,North,Social,502,3.6354581673306776,470.85,1711.7554780876496,2447.81,4,4,3,443,Loyal Customers
CUST00296,2025-10-12,7,4776.98,2193.5,80,2024-08-06,West,Direct,512,4.990234375,682.4257142857142,3405.4642578124995,4869.81,3,3,1,331,Needs Attention
CUST00298,2025-12-14,11,6078.82,3005.43,17,2024-07-03,Central,Email,546,7.353479853479853,552.62,4063.6800366300363,5811.06,1,2,1,121,Lost Customers
CUST00300,2025-11-27,22,6517.15,2725.9700000000003,34,2024-01-10,Central,Organic Search,721,11.137309292649098,296.23409090909087,3299.2506934812754,4717.93,2,1,1,211,Lost Customers
CUST00302,2025-03-01,1,1240.78,653.58,305,2024-12-13,West,Organic Search,383,0.9530026109660574,1240.78,1182.4665796344648,1690.93,5,5,4,554,Champions
CUST00303,2025-12-29,4,1513.8,594.79,2,2024-01-05,North,Organic Search,726,2.0110192837465566,378.45,761.0702479338843,1088.33,1,4,4,144,At Risk
CUST00304,2025-08-01,5,988.8599999999999,401.82,152,2025-01-11,East,Direct,354,5.155367231638418,197.772,1019.5872881355931,1458.01,4,4,4,444,Champions
CUST00305,2025-05-27,1,97.12,42.64,218,2024-08-15,West,Social,503,0.7256461232604374,97.12,70.47475149105368,100.78,5,5,5,555,Champions
CUST00306,2025-10-25,6,2197.21,785.5600000000001,67,2024-02-28,Central,Email,672,3.2589285714285716,366.20166666666665,1193.425074404762,1706.6,3,3,3,333,Needs Attention
CUST00307,2025-11-10,8,3854.93,1775.9,51,2024-05-06,Central,Email,604,4.834437086092715,481.86625,2329.5520695364235,3331.26,3,3,2,332,Needs Attention
CUST00308,2025-11-18,2,1321.8600000000001,393.19,43,2024-08-20,North,Email,498,1.465863453815261,660.9300000000001,968.8331325301206,1385.43,2,5,4,254,At Risk
CUST00309,2024-09-12,5,1341.63,570.5799999999999,475,2024-05-12,South,Referral,598,3.0518394648829434,268.326,818.8878762541807,1171.01,5,4,4,544,Champions
CUST00310,2025-12-03,2,442.11,147.14,28,2024-02-15,North,Direct,685,1.0656934306569343,221.055,235.57686131386862,336.87,2,5,5,255,At Risk
CUST00311,2024-09-25,1,239.22,32.22,462,2024-10-06,North,Direct,451,0.8093126385809313,239.22,193.60376940133037,276.85,5,5,5,555,Champions
CUST00312,2025-11-13,15,6142.5599999999995,2592.6,48,2024-10-09,West,Email,448,12.220982142857142,409.50399999999996,5004.541071428571,7156.49,3,1,1,311,Needs Attention
CUST00314,2025-09-09,16,5338.54,2067.07,113,2024-04-28,West,Email,612,9.542483660130719,333.65875,3183.9331699346403,4553.02,4,1,1,411,Potential Loyalists
CUST00315,2025-01-31,1,121.82,30.82,334,2024-04-12,Central,Social,628,0.5812101910828026,121.82,70.80302547770701,101.25,5,5,5,555,Champions
CUST00316,2025-12-30,21,8324.94,3880.2400000000002,1,2024-10-03,West,Email,454,16.883259911894275,396.4257142857143,6692.958370044054,9570.93,1,1,1,111,Lost Customers
CUST00317,2025-11-01,2,614.28,276.1,60,2024-11-02,West,Referral,424,1.7216981132075473,307.14,528.802358490566,756.19,3,5,5,355,Needs Attention
CUST00318,2025-09-11,6,1670.39,601.3,111,2024-11-01,North,Social,425,5.152941176470589,278.39833333333337,1434.570235294118,2051.44,4,3,4,434,Loyal Customers
CUST00319,2024-07-08,1,210.6,99.55,541,2025-01-29,South,Paid Search,336,1.0863095238095237,210.6,228.7767857142857,327.15,5,5,5,555,Champions
CUST00320,2024-10-10,3,323.08,113.32,447,2024-11-18,West,Paid Search,408,2.6838235294117645,107.69333333333333,289.0299019607843,413.31,5,5,5,555,Champions
CUST00321,2025-10-24,4,1857.0900000000001,883.59,68,2024-05-14,Central,Email,596,2.4496644295302015,464.27250000000004,1137.3118288590606,1626.36,3,4,3,343,Needs Attention
CUST00322,2024-09-06,2,467.62,256.86,481,2024-02-15,North,Organic Search,685,1.0656934306569343,233.81,249.16978102189782,356.31,5,5,5,555,Champions
CUST00323,2025-12-17,11,3352.84,1474.49,14,2024-09-15,East,Organic Search,472,8.50635593220339,304.8036363636364,2592.768220338983,3707.66,1,2,2,122,Lost Customers
CUST00324,2025-12-13,7,2769.1600000000003,1239.48,18,2025-01-19,West,Referral,346,7.384393063583815,395.5942857142858,2921.2236994219656,4177.35,1,3,3,133,At Risk
CUST00325,2025-11-19,5,2062.48,946.13,42,2025-02-13,North,Email,321,5.685358255451713,412.496,2345.1875389408096,3353.62,2,4,3,243,At Risk
CUST00326,2025-12-04,7,1341.82,448.19,27,2024-04-06,South,Paid Search,634,4.029968454258675,191.6885714285714,772.4988958990535,1104.67,2,3,4,234,At Risk
CUST00327,2025-10-05,3,905.34,409.62,87,2024-04-09,Central,Social,631,1.735340729001585,301.78000000000003,523.6911251980983,748.88,3,5,5,355,Needs Attention
CUST00328,2025-07-22,7,2534.9700000000003,1208.8100000000002,162,2024-01-16,West,Direct,715,3.5734265734265733,362.1385714285715,1294.0755944055945,1850.53,4,3,3,433,Loyal Customers
CUST00329,2024-11-14,2,280.41,116.89,412,2024-02-29,South,Paid Search,671,1.0879284649776453,140.205,152.53301043219076,218.12,5,5,5,555,Champions
CUST00330,2025-11-16,9,2345.28,867.85,45,2024-08-21,Central,Direct,497,6.609657947686117,260.5866666666667,1722.3887323943663,2463.02,2,2,3,223,Lost Customers
CUST00331,2025-11-05,6,2299.2999999999997,1039.0,56,2024-08-17,South,Direct,501,4.37125748502994,383.21666666666664,1675.13872255489,2395.45,3,3,3,333,Needs Attention
CUST00332,2025-10-12,12,3109.37,1058.03,80,2024-06-04,Central,Social,575,7.617391304347826,259.1141666666667,1973.774,2822.5,3,2,2,322,Needs Attention
CUST00334,2024-08-26,4,1233.66,543.98,492,2024-12-14,East,Organic Search,382,3.821989528795812,308.415,1178.7589005235604,1685.63,5,4,4,544,Champions
CUST00335,2024-08-06,3,642.62,253.77,512,2024-07-12,South,Direct,537,2.0391061452513966,214.20666666666668,436.7901303538175,624.61,5,5,5,555,Champions
CUST00336,2025-08-14,3,629.56,156.49,139,2024-12-05,South,Email,391,2.800511508951407,209.85333333333332,587.6966751918159,840.41,4,5,5,455,Champions
CUST00337,2025-12-03,8,2730.23,1261.78,28,2025-02-08,Central,Direct,326,8.957055214723926,341.27875,3056.8526073619632,4371.3,2,3,3,233,At Risk
CUST00338,2025-12-03,9,3725.32,1395.02,28,2024-05-13,North,Social,597,5.50251256281407,413.9244444444445,2277.6244556113907,3257.0,2,2,2,222,Lost Customers
CUST00339,2025-05-05,4,1256.01,554.25,240,2024-03-26,North,Organic Search,645,2.2635658914728682,314.0025,710.7653488372093,1016.39,5,4,4,544,Champions
CUST00340,2025-11-23,9,2580.14,1083.17,38,2025-02-04,South,Organic Search,330,9.954545454545455,286.6822222222222,2853.791212121212,4080.92,2,2,3,223,Lost Customers
CUST00341,2025-02-21,4,1850.35,814.9000000000001,313,2024-09-23,West,Referral,464,3.1465517241379306,462.5875,1455.555495689655,2081.44,5,4,3,543,Loyal Customers
CUST00343,2025-10-27,8,2225.5,864.37,65,2024-09-18,Central,Organic Search,469,6.226012793176973,278.1875,1731.9989339019191,2476.76,3,3,3,333,Needs Attention
CUST00344,2025-12-19,20,7948.5,3313.12,12,2024-08-04,South,Direct,514,14.202334630350194,397.425,5644.362840466926,8071.44,1,1,1,111,Lost Customers
CUST00345,2025-04-19,6,1373.04,589.15,256,2025-01-15,South,Direct,350,6.257142857142857,228.84,1431.8845714285715,2047.59,5,3,4,534,Loyal Customers
CUST00346,2025-11-25,7,2275.53,887.3299999999999,36,2024-04-17,North,Social,623,4.1011235955056184,325.0757142857143,1333.1756821829858,1906.44,2,3,3,233,At Risk
CUST00347,2025-09-16,5,1782.6599999999999,697.89,106,2025-02-20,East,Email,314,5.812101910828026,356.532,2072.2003184713376,2963.25,4,4,4,444,Champions
CUST00348,2025-12-11,16,4003.46,1323.31,20,2025-01-28,Central,Organic Search,337,17.329376854599406,250.21625,4336.0916913946585,6200.61,1,1,2,112,Lost Customers
CUST00349,2025-09-06,6,1218.78,531.41,116,2024-03-16,West,Direct,655,3.3435114503816794,203.13,679.1674809160305,971.21,4,3,4,434,Loyal Customers
