order_id,customer_id,order_date,product_id,quantity,discount_pct,payment_method,category,unit_price,unit_cost,gross_sales,discount_amount,net_sales,cost,gross_profit
O0003185,CUST00422,2024-05-19,P0045,1,0.2,UPI,Grocery,121.81,53.8,121.81,24.36,97.45,53.8,43.65
O0000533,CUST00490,2024-05-19,P0016,1,0.05,UPI,Fashion,101.27,44.23,101.27,5.06,96.21,44.23,51.98
O0004913,CUST00080,2024-05-19,P0023,3,0.05,UPI,Fashion,67.68,45.5,203.04,10.15,192.89,136.5,56.39
O0001201,CUST00161,2024-05-20,P0041,3,0.1,COD,Grocery,240.98,127.74,722.94,72.29,650.65,383.22,267.43
O0003159,CUST00266,2024-05-20,P0042,1,0.0,UPI,Fashion,92.99,66.18,92.99,0.0,92.99,66.18,26.81
O0001553,CUST00282,2024-05-20,P0045,4,0.05,Card,Grocery,121.81,53.8,487.24,24.36,462.88,215.2,247.68
O0001363,CUST00262,2024-05-20,P0030,2,0.1,UPI,Grocery,239.09,117.72,478.18,47.82,430.36,235.44,194.92
O0002117,CUST00442,2024-05-20,P0037,2,0.0,Wallet,Fashion,32.76,22.26,65.52,0.0,65.52,44.52,21.0
O0002909,CUST00530,2024-05-20,P0003,3,0.0,Card,Home,236.77,123.51,710.31,0.0,710.31,370.53,339.78
O0000001,CUST00261,2024-05-20,P0043,1,0.1,UPI,Electronics,364.08,156.96,364.08,36.41,327.67,156.96,170.71
O0000766,CUST00159,2024-05-20,P0005,1,0.0,Wallet,Electronics,273.97,126.69,273.97,0.0,273.97,126.69,147.28
O0004374,CUST00579,2024-05-20,P0007,2,0.0,UPI,Grocery,177.14,118.71,354.28,0.0,354.28,237.42,116.86
O0000949,CUST00124,2024-05-20,P0029,1,0.2,Wallet,Home,354.92,154.02,354.92,70.98,283.94,154.02,129.92
O0000631,CUST00416,2024-05-20,P0039,1,0.0,Wallet,Electronics,302.32,141.08,302.32,0.0,302.32,141.08,161.24
O0003902,CUST00095,2024-05-20,P0003,3,0.0,Wallet,Home,236.77,123.51,710.31,0.0,710.31,370.53,339.78
O0004026,CUST00007,2024-05-21,P0010,3,0.15,Card,Grocery,158.28,88.17,474.84,71.23,403.61,264.51,139.1
O0001395,CUST00574,2024-05-21,P0022,1,0.0,UPI,Electronics,326.52,146.8,326.52,0.0,326.52,146.8,179.72
O0003972,CUST00487,2024-05-21,P0036,2,0.0,Card,Home,308.75,157.97,617.5,0.0,617.5,315.94,301.56
O0004470,CUST00049,2024-05-21,P0016,2,0.15,Card,Fashion,101.27,44.23,202.54,30.38,172.16,88.46,83.7
O0001815,CUST00563,2024-05-21,P0035,1,0.0,Card,Home,139.63,80.04,139.63,0.0,139.63,80.04,59.59
O0004841,CUST00476,2024-05-21,P0022,4,0.15,COD,Electronics,326.52,146.8,1306.08,195.91,1110.17,587.2,522.97
O0001757,CUST00194,2024-05-22,P0022,2,0.2,Net Banking,Electronics,326.52,146.8,653.04,130.61,522.43,293.6,228.83
O0001376,CUST00004,2024-05-22,P0033,2,0.05,Card,Fashion,112.86,61.51,225.72,11.29,214.43,123.02,91.41
O0000680,CUST00532,2024-05-22,P0016,1,0.0,Wallet,Fashion,101.27,44.23,101.27,0.0,101.27,44.23,57.04
O0004667,CUST00400,2024-05-22,P0034,4,0.1,Wallet,Electronics,186.26,105.01,745.04,74.5,670.54,420.04,250.5
O0004039,CUST00052,2024-05-22,P0039,3,0.05,COD,Electronics,302.32,141.08,906.96,45.35,861.61,423.24,438.37
O0002450,CUST00490,2024-05-22,P0034,2,0.05,Net Banking,Electronics,186.26,105.01,372.52,18.63,353.89,210.02,143.87
O0004349,CUST00183,2024-05-23,P0017,1,0.1,UPI,Home,110.28,84.44,110.28,11.03,99.25,84.44,14.81
O0000385,CUST00351,2024-05-23,P0019,2,0.05,Wallet,Electronics,148.06,96.56,296.12,14.81,281.31,193.12,88.19
O0004588,CUST00418,2024-05-23,P0014,1,0.0,COD,Electronics,66.45,51.75,66.45,0.0,66.45,51.75,14.7
O0001083,CUST00212,2024-05-23,P0019,3,0.1,Wallet,Electronics,148.06,96.56,444.18,44.42,399.76,289.68,110.08
O0002857,CUST00020,2024-05-23,P0040,4,0.15,Net Banking,Grocery,83.65,51.18,334.6,50.19,284.41,204.72,79.69
O0000312,CUST00169,2024-05-23,P0009,2,0.05,Wallet,Fashion,264.14,141.26,528.28,26.41,501.87,282.52,219.35
O0004204,CUST00259,2024-05-23,P0033,3,0.1,Net Banking,Fashion,112.86,61.51,338.58,33.86,304.72,184.53,120.19
O0000492,CUST00267,2024-05-23,P0004,1,0.05,Card,Home,54.29,27.5,54.29,2.71,51.58,27.5,24.08
O0000156,CUST00025,2024-05-24,P0015,1,0.2,Net Banking,Fashion,43.69,25.91,43.69,8.74,34.95,25.91,9.04
O0004154,CUST00171,2024-05-24,P0018,1,0.0,UPI,Beauty,175.93,84.8,175.93,0.0,175.93,84.8,91.13
O0001035,CUST00259,2024-05-24,P0019,2,0.1,COD,Electronics,148.06,96.56,296.12,29.61,266.51,193.12,73.39
O0003816,CUST00594,2024-05-25,P0042,1,0.1,UPI,Fashion,92.99,66.18,92.99,9.3,83.69,66.18,17.51
O0001443,CUST00356,2024-05-25,P0019,3,0.0,Card,Electronics,148.06,96.56,444.18,0.0,444.18,289.68,154.5
O0002421,CUST00285,2024-05-25,P0023,1,0.0,Card,Fashion,67.68,45.5,67.68,0.0,67.68,45.5,22.18
O0004897,CUST00312,2024-05-25,P0006,2,0.15,Wallet,Beauty,192.36,150.65,384.72,57.71,327.01,301.3,25.71
O0002879,CUST00032,2024-05-25,P0025,3,0.05,Card,Fashion,234.0,111.05,702.0,35.1,666.9,333.15,333.75
O0004182,CUST00209,2024-05-25,P0038,4,0.0,UPI,Fashion,157.39,70.68,629.56,0.0,629.56,282.72,346.84
O0005003,CUST00275,2024-05-25,P0024,1,0.15,Wallet,Grocery,220.04,119.95,220.04,33.01,187.03,119.95,67.08
O0003145,CUST00266,2024-05-25,P0031,2,0.05,Card,Electronics,287.51,147.51,575.02,28.75,546.27,295.02,251.25
O0003137,CUST00124,2024-05-25,P0019,1,0.1,COD,Electronics,148.06,96.56,148.06,14.81,133.25,96.56,36.69
O0005035,CUST00627,2024-05-26,P0012,2,0.0,UPI,Electronics,216.75,132.72,433.5,0.0,433.5,265.44,168.06
O0002465,CUST00528,2024-05-26,P0018,1,0.0,Card,Beauty,175.93,84.8,175.93,0.0,175.93,84.8,91.13
O0000451,CUST00446,2024-05-26,P0039,1,0.05,UPI,Electronics,302.32,141.08,302.32,15.12,287.2,141.08,146.12
O0002544,CUST00512,2024-05-26,P0024,1,0.2,UPI,Grocery,220.04,119.95,220.04,44.01,176.03,119.95,56.08
O0001934,CUST00142,2024-05-26,P0012,4,0.1,UPI,Electronics,216.75,132.72,867.0,86.7,780.3,530.88,249.42
O0002180,CUST00398,2024-05-26,P0008,1,0.0,Net Banking,Fashion,152.63,75.07,152.63,0.0,152.63,75.07,77.56
O0004058,CUST00401,2024-05-26,P0026,1,0.0,COD,Electronics,133.04,87.51,133.04,0.0,133.04,87.51,45.53
O0002177,CUST00429,2024-05-26,P0010,2,0.05,Card,Grocery,158.28,88.17,316.56,15.83,300.73,176.34,124.39
O0001297,CUST00033,2024-05-26,P0009,2,0.1,COD,Fashion,264.14,141.26,528.28,52.83,475.45,282.52,192.93
O0003252,CUST00326,2024-05-27,P0042,2,0.05,Net Banking,Fashion,92.99,66.18,185.98,9.3,176.68,132.36,44.32
O0002037,CUST00595,2024-05-27,P0017,1,0.0,Card,Home,110.28,84.44,110.28,0.0,110.28,84.44,25.84
O0000857,CUST00373,2024-05-27,P0042,3,0.05,Net Banking,Fashion,92.99,66.18,278.97,13.95,265.02,198.54,66.48
O0001460,CUST00251,2024-05-27,P0024,1,0.0,Wallet,Grocery,220.04,119.95,220.04,0.0,220.04,119.95,100.09
O0002996,CUST00275,2024-05-27,P0027,2,0.0,Card,Electronics,55.13,36.66,110.26,0.0,110.26,73.32,36.94
O0003050,CUST00343,2024-05-27,P0004,1,0.0,UPI,Home,54.29,27.5,54.29,0.0,54.29,27.5,26.79
O0001761,CUST00486,2024-05-28,P0019,1,0.1,UPI,Electronics,148.06,96.56,148.06,14.81,133.25,96.56,36.69
O0002147,CUST00034,2024-05-28,P0018,1,0.05,Card,Beauty,175.93,84.8,175.93,8.8,167.13,84.8,82.33
O0003735,CUST00400,2024-05-28,P0023,1,0.05,Card,Fashion,67.68,45.5,67.68,3.38,64.3,45.5,18.8
O0000759,CUST00201,2024-05-28,P0038,3,0.1,UPI,Fashion,157.39,70.68,472.17,47.22,424.95,212.04,212.91
O0002861,CUST00215,2024-05-28,P0044,1,0.0,Wallet,Home,319.2,142.3,319.2,0.0,319.2,142.3,176.9
O0001361,CUST00569,2024-05-28,P0023,3,0.0,UPI,Fashion,67.68,45.5,203.04,0.0,203.04,136.5,66.54
O0002094,CUST00616,2024-05-28,P0001,3,0.0,UPI,Fashion,114.26,54.48,342.78,0.0,342.78,163.44,179.34
O0000397,CUST00309,2024-05-29,P0016,3,0.0,UPI,Fashion,101.27,44.23,303.81,0.0,303.81,132.69,171.12
O0004619,CUST00490,2024-05-29,P0009,2,0.05,UPI,Fashion,264.14,141.26,528.28,26.41,501.87,282.52,219.35
O0000535,CUST00509,2024-05-29,P0042,2,0.05,Net Banking,Fashion,92.99,66.18,185.98,9.3,176.68,132.36,44.32
O0003114,CUST00484,2024-05-29,P0022,2,0.0,Net Banking,Electronics,326.52,146.8,653.04,0.0,653.04,293.6,359.44
O0004359,CUST00618,2024-05-29,P0022,2,0.05,Wallet,Electronics,326.52,146.8,653.04,32.65,620.39,293.6,326.79
O0003329,CUST00033,2024-05-29,P0026,3,0.05,UPI,Electronics,133.04,87.51,399.12,19.96,379.16,262.53,116.63
O0004468,CUST00463,2024-05-29,P0033,2,0.1,COD,Fashion,112.86,61.51,225.72,22.57,203.15,123.02,80.13
O0003849,CUST00359,2024-05-29,P0001,1,0.0,Wallet,Fashion,114.26,54.48,114.26,0.0,114.26,54.48,59.78
O0003088,CUST00316,2024-05-29,P0019,1,0.0,UPI,Electronics,148.06,96.56,148.06,0.0,148.06,96.56,51.5
O0002160,CUST00464,2024-05-29,P0017,4,0.0,UPI,Home,110.28,84.44,441.12,0.0,441.12,337.76,103.36
O0003662,CUST00636,2024-05-30,P0042,1,0.05,UPI,Fashion,92.99,66.18,92.99,4.65,88.34,66.18,22.16
O0002254,CUST00260,2024-05-30,P0028,1,0.1,Card,Electronics,164.95,128.88,164.95,16.5,148.45,128.88,19.57
O0002110,CUST00522,2024-05-30,P0029,1,0.05,UPI,Home,354.92,154.02,354.92,17.75,337.17,154.02,183.15
O0004805,CUST00585,2024-05-30,P0020,3,0.1,UPI,Home,149.95,68.06,449.85,44.99,404.86,204.18,200.68
O0001987,CUST00286,2024-05-30,P0037,1,0.1,Wallet,Fashion,32.76,22.26,32.76,3.28,29.48,22.26,7.22
O0000966,CUST00029,2024-05-31,P0001,1,0.05,UPI,Fashion,114.26,54.48,114.26,5.71,108.55,54.48,54.07
O0000558,CUST00137,2024-05-31,P0003,2,0.05,UPI,Home,236.77,123.51,473.54,23.68,449.86,247.02,202.84
O0004974,CUST00356,2024-05-31,P0012,1,0.05,UPI,Electronics,216.75,132.72,216.75,10.84,205.91,132.72,73.19
O0001414,CUST00183,2024-05-31,P0044,2,0.1,Card,Home,319.2,142.3,638.4,63.84,574.56,284.6,289.96
O0000753,CUST00594,2024-05-31,P0019,2,0.0,COD,Electronics,148.06,96.56,296.12,0.0,296.12,193.12,103.0
O0003537,CUST00416,2024-05-31,P0037,2,0.0,Net Banking,Fashion,32.76,22.26,65.52,0.0,65.52,44.52,21.0
O0000228,CUST00575,2024-05-31,P0025,1,0.05,Card,Fashion,234.0,111.05,234.0,11.7,222.3,111.05,111.25
O0004983,CUST00253,2024-05-31,P0024,1,0.0,COD,Grocery,220.04,119.95,220.04,0.0,220.04,119.95,100.09
O0001565,CUST00180,2024-06-01,P0010,1,0.1,UPI,Grocery,158.28,88.17,158.28,15.83,142.45,88.17,54.28
O0003305,CUST00325,2024-06-01,P0007,1,0.0,COD,Grocery,177.14,118.71,177.14,0.0,177.14,118.71,58.43
O0001758,CUST00417,2024-06-01,P0015,1,0.0,Card,Fashion,43.69,25.91,43.69,0.0,43.69,25.91,17.78
O0000109,CUST00422,2024-06-01,P0020,1,0.1,Net Banking,Home,149.95,68.06,149.95,15.0,134.95,68.06,66.89
O0003518,CUST00316,2024-06-02,P0045,1,0.1,Card,Grocery,121.81,53.8,121.81,12.18,109.63,53.8,55.83
O0004056,CUST00162,2024-06-02,P0020,2,0.1,UPI,Home,149.95,68.06,299.9,29.99,269.91,136.12,133.79
O0000652,CUST00602,2024-06-02,P0044,2,0.1,COD,Home,319.2,142.3,638.4,63.84,574.56,284.6,289.96
O0002936,CUST00201,2024-06-02,P0022,2,0.1,Card,Electronics,326.52,146.8,653.04,65.3,587.74,293.6,294.14
O0002437,CUST00429,2024-06-02,P0013,2,0.15,Card,Grocery,268.38,121.9,536.76,80.51,456.25,243.8,212.45
O0001505,CUST00037,2024-06-02,P0006,4,0.05,Wallet,Beauty,192.36,150.65,769.44,38.47,730.97,602.6,128.37
O0005146,CUST00049,2024-06-02,P0013,1,0.1,COD,Grocery,268.38,121.9,268.38,26.84,241.54,121.9,119.64
O0003161,CUST00250,2024-06-03,P0015,4,0.2,Card,Fashion,43.69,25.91,174.76,34.95,139.81,103.64,36.17
O0003863,CUST00598,2024-06-03,P0013,1,0.0,Wallet,Grocery,268.38,121.9,268.38,0.0,268.38,121.9,146.48
O0002930,CUST00634,2024-06-03,P0029,3,0.1,UPI,Home,354.92,154.02,1064.76,106.48,958.28,462.06,496.22
O0002246,CUST00523,2024-06-03,P0028,2,0.1,UPI,Electronics,164.95,128.88,329.9,32.99,296.91,257.76,39.15
O0002034,CUST00314,2024-06-03,P0017,4,0.0,COD,Home,110.28,84.44,441.12,0.0,441.12,337.76,103.36
O0002837,CUST00414,2024-06-03,P0009,1,0.1,Card,Fashion,264.14,141.26,264.14,26.41,237.73,141.26,96.47
O0002325,CUST00352,2024-06-03,P0032,2,0.1,UPI,Electronics,325.98,157.6,651.96,65.2,586.76,315.2,271.56
O0003612,CUST00509,2024-06-04,P0027,4,0.1,UPI,Electronics,55.13,36.66,220.52,22.05,198.47,146.64,51.83
O0001577,CUST00339,2024-06-04,P0024,2,0.0,COD,Grocery,220.04,119.95,440.08,0.0,440.08,239.9,200.18
O0000854,CUST00355,2024-06-04,P0008,1,0.1,COD,Fashion,152.63,75.07,152.63,15.26,137.37,75.07,62.3
O0001299,CUST00433,2024-06-04,P0020,3,0.1,Card,Home,149.95,68.06,449.85,44.99,404.86,204.18,200.68
O0002369,CUST00217,2024-06-04,P0001,4,0.1,Net Banking,Fashion,114.26,54.48,457.04,45.7,411.34,217.92,193.42
O0003103,CUST00047,2024-06-04,P0034,3,0.1,Card,Electronics,186.26,105.01,558.78,55.88,502.9,315.03,187.87
O0002820,CUST00391,2024-06-05,P0009,4,0.05,Wallet,Fashion,264.14,141.26,1056.56,52.83,1003.73,565.04,438.69
O0000968,CUST00332,2024-06-05,P0023,1,0.1,UPI,Fashion,67.68,45.5,67.68,6.77,60.91,45.5,15.41
O0000883,CUST00530,2024-06-05,P0035,2,0.05,UPI,Home,139.63,80.04,279.26,13.96,265.3,160.08,105.22
O0003249,CUST00022,2024-06-05,P0043,4,0.0,UPI,Electronics,364.08,156.96,1456.32,0.0,1456.32,627.84,828.48
O0004350,CUST00518,2024-06-05,P0035,3,0.15,UPI,Home,139.63,80.04,418.89,62.83,356.06,240.12,115.94
O0004772,CUST00216,2024-06-05,P0014,2,0.0,COD,Electronics,66.45,51.75,132.9,0.0,132.9,103.5,29.4
O0004936,CUST00610,2024-06-05,P0019,3,0.0,Card,Electronics,148.06,96.56,444.18,0.0,444.18,289.68,154.5
O0003296,CUST00643,2024-06-05,P0043,2,0.05,Net Banking,Electronics,364.08,156.96,728.16,36.41,691.75,313.92,377.83
O0000555,CUST00594,2024-06-06,P0031,2,0.05,Card,Electronics,287.51,147.51,575.02,28.75,546.27,295.02,251.25
O0001388,CUST00132,2024-06-06,P0020,4,0.1,Card,Home,149.95,68.06,599.8,59.98,539.82,272.24,267.58
O0004351,CUST00516,2024-06-06,P0020,1,0.0,Card,Home,149.95,68.06,149.95,0.0,149.95,68.06,81.89
O0001779,CUST00183,2024-06-06,P0038,2,0.0,COD,Fashion,157.39,70.68,314.78,0.0,314.78,141.36,173.42
O0002824,CUST00316,2024-06-06,P0034,2,0.0,Wallet,Electronics,186.26,105.01,372.52,0.0,372.52,210.02,162.5
O0001329,CUST00276,2024-06-06,P0023,1,0.1,Wallet,Fashion,67.68,45.5,67.68,6.77,60.91,45.5,15.41
O0001159,CUST00053,2024-06-06,P0032,2,0.15,Card,Electronics,325.98,157.6,651.96,97.79,554.17,315.2,238.97
O0004979,CUST00628,2024-06-06,P0039,2,0.0,Card,Electronics,302.32,141.08,604.64,0.0,604.64,282.16,322.48
O0004573,CUST00536,2024-06-07,P0024,4,0.1,UPI,Grocery,220.04,119.95,880.16,88.02,792.14,479.8,312.34
O0004321,CUST00350,2024-06-07,P0017,4,0.1,COD,Home,110.28,84.44,441.12,44.11,397.01,337.76,59.25
O0001545,CUST00370,2024-06-07,P0029,1,0.0,UPI,Home,354.92,154.02,354.92,0.0,354.92,154.02,200.9
O0001998,CUST00145,2024-06-07,P0011,1,0.05,Card,Electronics,158.87,121.21,158.87,7.94,150.93,121.21,29.72
O0001275,CUST00628,2024-06-07,P0004,2,0.0,Card,Home,54.29,27.5,108.58,0.0,108.58,55.0,53.58
O0002651,CUST00193,2024-06-07,P0045,1,0.05,Net Banking,Grocery,121.81,53.8,121.81,6.09,115.72,53.8,61.92
O0002253,CUST00400,2024-06-07,P0019,1,0.05,UPI,Electronics,148.06,96.56,148.06,7.4,140.66,96.56,44.1
O0001033,CUST00166,2024-06-07,P0044,4,0.1,Card,Home,319.2,142.3,1276.8,127.68,1149.12,569.2,579.92
O0000765,CUST00155,2024-06-08,P0036,4,0.1,COD,Home,308.75,157.97,1235.0,123.5,1111.5,631.88,479.62
O0005168,CUST00553,2024-06-08,P0002,1,0.15,Card,Electronics,165.42,102.08,165.42,24.81,140.61,102.08,38.53
O0001835,CUST00366,2024-06-08,P0045,4,0.15,Net Banking,Grocery,121.81,53.8,487.24,73.09,414.15,215.2,198.95
O0000531,CUST00443,2024-06-08,P0027,1,0.05,Card,Electronics,55.13,36.66,55.13,2.76,52.37,36.66,15.71
O0001877,CUST00100,2024-06-08,P0034,1,0.0,Net Banking,Electronics,186.26,105.01,186.26,0.0,186.26,105.01,81.25
O0001120,CUST00309,2024-06-08,P0023,2,0.05,Card,Fashion,67.68,45.5,135.36,6.77,128.59,91.0,37.59
O0001637,CUST00605,2024-06-08,P0044,4,0.05,COD,Home,319.2,142.3,1276.8,63.84,1212.96,569.2,643.76
O0003896,CUST00225,2024-06-08,P0043,2,0.0,COD,Electronics,364.08,156.96,728.16,0.0,728.16,313.92,414.24
O0003978,CUST00535,2024-06-08,P0033,3,0.1,Card,Fashion,112.86,61.51,338.58,33.86,304.72,184.53,120.19
O0000639,CUST00275,2024-06-08,P0045,2,0.1,Card,Grocery,121.81,53.8,243.62,24.36,219.26,107.6,111.66
O0001773,CUST00462,2024-06-08,P0041,1,0.15,Card,Grocery,240.98,127.74,240.98,36.15,204.83,127.74,77.09
O0004119,CUST00637,2024-06-09,P0038,1,0.0,UPI,Fashion,157.39,70.68,157.39,0.0,157.39,70.68,86.71
O0002646,CUST00484,2024-06-09,P0007,2,0.15,Card,Grocery,177.14,118.71,354.28,53.14,301.14,237.42,63.72
O0003626,CUST00346,2024-06-09,P0013,1,0.1,COD,Grocery,268.38,121.9,268.38,26.84,241.54,121.9,119.64
O0001721,CUST00352,2024-06-09,P0041,3,0.0,UPI,Grocery,240.98,127.74,722.94,0.0,722.94,383.22,339.72
O0003596,CUST00324,2024-06-09,P0022,3,0.05,Wallet,Electronics,326.52,146.8,979.56,48.98,930.58,440.4,490.18
O0001082,CUST00616,2024-06-09,P0020,1,0.0,UPI,Home,149.95,68.06,149.95,0.0,149.95,68.06,81.89
O0005057,CUST00403,2024-06-09,P0008,1,0.05,COD,Fashion,152.63,75.07,152.63,7.63,145.0,75.07,69.93
O0004271,CUST00263,2024-06-09,P0045,2,0.0,Card,Grocery,121.81,53.8,243.62,0.0,243.62,107.6,136.02
O0000435,CUST00243,2024-06-10,P0014,1,0.0,UPI,Electronics,66.45,51.75,66.45,0.0,66.45,51.75,14.7
O0004447,CUST00114,2024-06-10,P0044,2,0.1,Wallet,Home,319.2,142.3,638.4,63.84,574.56,284.6,289.96
O0004957,CUST00546,2024-06-10,P0037,4,0.1,Wallet,Fashion,32.76,22.26,131.04,13.1,117.94,89.04,28.9
O0003384,CUST00316,2024-06-10,P0019,1,0.0,UPI,Electronics,148.06,96.56,148.06,0.0,148.06,96.56,51.5
O0004551,CUST00204,2024-06-10,P0023,1,0.05,UPI,Fashion,67.68,45.5,67.68,3.38,64.3,45.5,18.8
O0000355,CUST00015,2024-06-10,P0037,2,0.0,COD,Fashion,32.76,22.26,65.52,0.0,65.52,44.52,21.0
O0001436,CUST00449,2024-06-11,P0014,1,0.0,Net Banking,Electronics,66.45,51.75,66.45,0.0,66.45,51.75,14.7
O0000941,CUST00568,2024-06-11,P0039,3,0.0,Net Banking,Electronics,302.32,141.08,906.96,0.0,906.96,423.24,483.72
O0001434,CUST00568,2024-06-11,P0012,4,0.0,Wallet,Electronics,216.75,132.72,867.0,0.0,867.0,530.88,336.12
O0000460,CUST00544,2024-06-11,P0023,1,0.2,Card,Fashion,67.68,45.5,67.68,13.54,54.14,45.5,8.64
O0004576,CUST00588,2024-06-11,P0009,2,0.0,COD,Fashion,264.14,141.26,528.28,0.0,528.28,282.52,245.76
O0004787,CUST00476,2024-06-11,P0030,2,0.0,Wallet,Grocery,239.09,117.72,478.18,0.0,478.18,235.44,242.74
O0002409,CUST00611,2024-06-11,P0005,3,0.0,Net Banking,Electronics,273.97,126.69,821.91,0.0,821.91,380.07,441.84
O0003786,CUST00389,2024-06-11,P0008,1,0.2,COD,Fashion,152.63,75.07,152.63,30.53,122.1,75.07,47.03
O0001279,CUST00249,2024-06-11,P0041,2,0.2,COD,Grocery,240.98,127.74,481.96,96.39,385.57,255.48,130.09
O0002814,CUST00088,2024-06-12,P0015,2,0.05,COD,Fashion,43.69,25.91,87.38,4.37,83.01,51.82,31.19
O0002412,CUST00344,2024-06-12,P0042,2,0.0,UPI,Fashion,92.99,66.18,185.98,0.0,185.98,132.36,53.62
O0002910,CUST00345,2024-06-12,P0039,2,0.1,Card,Electronics,302.32,141.08,604.64,60.46,544.18,282.16,262.02
O0004407,CUST00526,2024-06-12,P0030,2,0.0,Wallet,Grocery,239.09,117.72,478.18,0.0,478.18,235.44,242.74
O0003490,CUST00533,2024-06-12,P0005,2,0.2,Card,Electronics,273.97,126.69,547.94,109.59,438.35,253.38,184.97
O0000649,CUST00371,2024-06-12,P0021,1,0.1,UPI,Beauty,264.24,127.61,264.24,26.42,237.82,127.61,110.21
O0002856,CUST00104,2024-06-12,P0043,2,0.1,Card,Electronics,364.08,156.96,728.16,72.82,655.34,313.92,341.42
O0000175,CUST00096,2024-06-12,P0017,4,0.05,COD,Home,110.28,84.44,441.12,22.06,419.06,337.76,81.3
O0004634,CUST00110,2024-06-12,P0009,2,0.1,COD,Fashion,264.14,141.26,528.28,52.83,475.45,282.52,192.93
O0000708,CUST00629,2024-06-12,P0028,3,0.05,Card,Electronics,164.95,128.88,494.85,24.74,470.11,386.64,83.47
O0003892,CUST00289,2024-06-12,P0009,1,0.05,COD,Fashion,264.14,141.26,264.14,13.21,250.93,141.26,109.67
O0003048,CUST00355,2024-06-13,P0034,2,0.0,UPI,Electronics,186.26,105.01,372.52,0.0,372.52,210.02,162.5
O0002186,CUST00118,2024-06-13,P0030,1,0.0,Card,Grocery,239.09,117.72,239.09,0.0,239.09,117.72,121.37
O0002500,CUST00134,2024-06-13,P0001,3,0.1,COD,Fashion,114.26,54.48,342.78,34.28,308.5,163.44,145.06
O0003410,CUST00007,2024-06-13,P0015,1,0.0,Card,Fashion,43.69,25.91,43.69,0.0,43.69,25.91,17.78
O0003016,CUST00161,2024-06-13,P0027,1,0.05,UPI,Electronics,55.13,36.66,55.13,2.76,52.37,36.66,15.71
O0004479,CUST00512,2024-06-13,P0040,2,0.05,UPI,Grocery,83.65,51.18,167.3,8.36,158.94,102.36,56.58
O0003261,CUST00236,2024-06-13,P0019,1,0.1,Card,Electronics,148.06,96.56,148.06,14.81,133.25,96.56,36.69
O0004371,CUST00044,2024-06-14,P0018,2,0.05,Wallet,Beauty,175.93,84.8,351.86,17.59,334.27,169.6,164.67
O0001868,CUST00192,2024-06-14,P0041,4,0.15,UPI,Grocery,240.98,127.74,963.92,144.59,819.33,510.96,308.37
O0002589,CUST00285,2024-06-14,P0023,2,0.05,Net Banking,Fashion,67.68,45.5,135.36,6.77,128.59,91.0,37.59
O0004440,CUST00221,2024-06-15,P0040,1,0.05,Card,Grocery,83.65,51.18,83.65,4.18,79.47,51.18,28.29
O0001532,CUST00137,2024-06-15,P0045,2,0.15,UPI,Grocery,121.81,53.8,243.62,36.54,207.08,107.6,99.48
O0004143,CUST00243,2024-06-15,P0031,1,0.0,UPI,Electronics,287.51,147.51,287.51,0.0,287.51,147.51,140.0
O0001615,CUST00015,2024-06-15,P0020,4,0.0,UPI,Home,149.95,68.06,599.8,0.0,599.8,272.24,327.56
O0000601,CUST00058,2024-06-15,P0024,4,0.05,UPI,Grocery,220.04,119.95,880.16,44.01,836.15,479.8,356.35
O0005018,CUST00590,2024-06-16,P0040,2,0.0,COD,Grocery,83.65,51.18,167.3,0.0,167.3,102.36,64.94
O0001809,CUST00247,2024-06-16,P0037,2,0.0,UPI,Fashion,32.76,22.26,65.52,0.0,65.52,44.52,21.0
O0003073,CUST00266,2024-06-16,P0007,2,0.0,Wallet,Grocery,177.14,118.71,354.28,0.0,354.28,237.42,116.86
O0004864,CUST00140,2024-06-16,P0006,2,0.05,Card,Beauty,192.36,150.65,384.72,19.24,365.48,301.3,64.18
O0000189,CUST00245,2024-06-16,P0019,1,0.0,Net Banking,Electronics,148.06,96.56,148.06,0.0,148.06,96.56,51.5
O0001747,CUST00575,2024-06-16,P0039,3,0.05,COD,Electronics,302.32,141.08,906.96,45.35,861.61,423.24,438.37
O0003130,CUST00463,2024-06-16,P0025,4,0.0,COD,Fashion,234.0,111.05,936.0,0.0,936.0,444.2,491.8
O0002439,CUST00180,2024-06-16,P0026,3,0.0,UPI,Electronics,133.04,87.51,399.12,0.0,399.12,262.53,136.59
O0000087,CUST00334,2024-06-17,P0027,1,0.0,Wallet,Electronics,55.13,36.66,55.13,0.0,55.13,36.66,18.47
O0004120,CUST00458,2024-06-17,P0042,3,0.0,UPI,Fashion,92.99,66.18,278.97,0.0,278.97,198.54,80.43
O0003497,CUST00298,2024-06-17,P0043,4,0.0,Card,Electronics,364.08,156.96,1456.32,0.0,1456.32,627.84,828.48
O0002407,CUST00482,2024-06-17,P0011,3,0.2,Wallet,Electronics,158.87,121.21,476.61,95.32,381.29,363.63,17.66
O0000318,CUST00107,2024-06-17,P0042,3,0.0,Card,Fashion,92.99,66.18,278.97,0.0,278.97,198.54,80.43
O0004546,CUST00045,2024-06-17,P0007,4,0.0,COD,Grocery,177.14,118.71,708.56,0.0,708.56,474.84,233.72
O0003955,CUST00441,2024-06-17,P0010,4,0.1,Card,Grocery,158.28,88.17,633.12,63.31,569.81,352.68,217.13
