month,product_id,opening_stock,units_sold,closing_stock
2025-05-01,P0035,159,63,133
2025-06-01,P0035,208,69,194
2025-07-01,P0035,147,51,163
2025-08-01,P0035,55,60,80
2025-09-01,P0035,139,60,146
2025-10-01,P0035,97,76,78
2025-11-01,P0035,206,73,199
2025-12-01,P0035,206,83,159
2026-01-01,P0035,114,67,99
2026-02-01,P0035,85,57,30
2026-03-01,P0035,144,59,141
2026-04-01,P0035,186,68,131
2026-05-01,P0035,68,66,38
2026-06-01,P0035,133,63,86
2026-07-01,P0035,44,71,0
2026-08-01,P0035,70,60,13
2026-09-01,P0035,181,66,198
2026-10-01,P0035,186,68,170
2026-11-01,P0035,128,71,118
2026-12-01,P0035,129,90,41
2025-01-01,P0036,65,57,33
2025-02-01,P0036,48,63,0
2025-03-01,P0036,90,54,111
2025-04-01,P0036,75,61,100
2025-05-01,P0036,77,66,11
2025-06-01,P0036,151,66,131
2025-07-01,P0036,83,86,11
2025-08-01,P0036,132,67,114
2025-09-01,P0036,67,58,69
2025-10-01,P0036,72,90,68
2025-11-01,P0036,190,73,191
2025-12-01,P0036,131,80,79
2026-01-01,P0036,191,42,217
2026-02-01,P0036,81,70,52
2026-03-01,P0036,149,73,84
2026-04-01,P0036,116,62,112
2026-05-01,P0036,61,53,40
2026-06-01,P0036,41,57,54
2026-07-01,P0036,65,71,33
2026-08-01,P0036,155,52,140
2026-09-01,P0036,94,55,73
2026-10-01,P0036,142,71,97
2026-11-01,P0036,199,87,188
2026-12-01,P0036,147,80,79
2025-01-01,P0037,210,93,160
2025-02-01,P0037,198,87,118
2025-03-01,P0037,157,103,130
2025-04-01,P0037,211,95,159
2025-05-01,P0037,55,91,28
2025-06-01,P0037,204,95,123
2025-07-01,P0037,51,93,0
2025-08-01,P0037,180,85,180
2025-09-01,P0037,181,96,136
2025-10-01,P0037,59,125,18
2025-11-01,P0037,43,109,0
2025-12-01,P0037,192,118,96
2026-01-01,P0037,100,91,22
2026-02-01,P0037,115,95,59
2026-03-01,P0037,87,77,89
2026-04-01,P0037,140,95,93
2026-05-01,P0037,126,81,63
2026-06-01,P0037,187,130,131
2026-07-01,P0037,132,93,51
2026-08-01,P0037,210,88,196
2026-09-01,P0037,90,93,9
2026-10-01,P0037,185,123,151
2026-11-01,P0037,197,117,107
2026-12-01,P0037,192,149,56
2025-01-01,P0038,63,72,5
2025-02-01,P0038,137,76,121
2025-03-01,P0038,60,68,61
2025-04-01,P0038,65,64,22
2025-05-01,P0038,118,70,121
2025-06-01,P0038,202,87,131
2025-07-01,P0038,44,94,0
2025-08-01,P0038,130,80,50
2025-09-01,P0038,116,82,75
2025-10-01,P0038,145,111,68
2025-11-01,P0038,117,105,53
2025-12-01,P0038,146,98,91
2026-01-01,P0038,104,70,62
2026-02-01,P0038,90,73,69
2026-03-01,P0038,140,77,71
2026-04-01,P0038,41,81,37
2026-05-01,P0038,92,101,74
2026-06-01,P0038,144,87,99
2026-07-01,P0038,122,79,44
2026-08-01,P0038,56,75,3
2026-09-01,P0038,110,80,110
2026-10-01,P0038,73,106,52
2026-11-01,P0038,139,101,116
2026-12-01,P0038,130,108,70
2025-01-01,P0039,135,99,80
2025-02-01,P0039,138,85,61
2025-03-01,P0039,128,86,125
2025-04-01,P0039,66,83,64
2025-05-01,P0039,137,104,56
2025-06-01,P0039,91,90,26
2025-07-01,P0039,132,98,123
2025-08-01,P0039,131,91,112
2025-09-01,P0039,161,97,132
2025-10-01,P0039,103,125,47
2025-11-01,P0039,154,129,114
2025-12-01,P0039,113,113,0
2026-01-01,P0039,90,100,0
2026-02-01,P0039,208,78,161
2026-03-01,P0039,111,96,100
2026-04-01,P0039,128,99,104
2026-05-01,P0039,157,88,150
2026-06-01,P0039,203,126,131
2026-07-01,P0039,111,105,26
2026-08-01,P0039,150,92,73
2026-09-01,P0039,213,76,204
2026-10-01,P0039,190,122,129
2026-11-01,P0039,86,113,34
2026-12-01,P0039,216,107,137
2025-01-01,P0040,105,53,116
2025-02-01,P0040,152,65,97
2025-03-01,P0040,208,62,153
2025-04-01,P0040,211,62,171
2025-05-01,P0040,125,66,83
2025-06-01,P0040,208,73,198
2025-07-01,P0040,170,71,106
2025-08-01,P0040,131,74,126
2025-09-01,P0040,198,73,162
2025-10-01,P0040,197,87,154
2025-11-01,P0040,215,96,206
2025-12-01,P0040,119,96,59
2026-01-01,P0040,151,69,101
2026-02-01,P0040,202,67,167
2026-03-01,P0040,133,62,103
2026-04-01,P0040,140,60,137
2026-05-01,P0040,211,70,215
2026-06-01,P0040,212,82,151
2026-07-01,P0040,214,84,167
2026-08-01,P0040,124,75,105
2026-09-01,P0040,174,77,169
2026-10-01,P0040,91,82,84
2026-11-01,P0040,80,88,41
2026-12-01,P0040,149,103,54
2025-01-01,P0041,153,25,161
2025-02-01,P0041,110,24,164
2025-03-01,P0041,85,21,79
2025-04-01,P0041,91,33,116
2025-05-01,P0041,187,33,183
2025-06-01,P0041,170,27,166
2025-07-01,P0041,167,32,167
2025-08-01,P0041,201,31,179
2025-09-01,P0041,49,29,100
2025-10-01,P0041,131,40,124
2025-11-01,P0041,162,37,165
2025-12-01,P0041,158,29,177
2026-01-01,P0041,203,18,257
2026-02-01,P0041,176,31,155
2026-03-01,P0041,94,26,127
2026-04-01,P0041,157,31,142
2026-05-01,P0041,171,21,167
2026-06-01,P0041,141,26,190
2026-07-01,P0041,159,25,201
2026-08-01,P0041,84,21,113
2026-09-01,P0041,109,28,145
2026-10-01,P0041,139,35,128
2026-11-01,P0041,170,37,214
2026-12-01,P0041,185,38,186
2025-01-01,P0042,139,81,109
2025-02-01,P0042,57,89,29
2025-03-01,P0042,100,81,99
2025-04-01,P0042,211,73,156
2025-05-01,P0042,112,95,77
2025-06-01,P0042,140,98,42
2025-07-01,P0042,161,90,73
2025-08-01,P0042,80,81,62
2025-09-01,P0042,194,73,148
2025-10-01,P0042,166,88,142
2025-11-01,P0042,161,108,72
2025-12-01,P0042,51,105,0
2026-01-01,P0042,98,71,35
2026-02-01,P0042,175,66,167
2026-03-01,P0042,206,64,184
2026-04-01,P0042,117,76,100
2026-05-01,P0042,172,84,108
2026-06-01,P0042,72,98,60
2026-07-01,P0042,137,88,133
2026-08-01,P0042,203,86,171
2026-09-01,P0042,56,109,0
2026-10-01,P0042,75,106,0
2026-11-01,P0042,206,93,128
2026-12-01,P0042,205,114,167
2025-01-01,P0043,174,67,108
2025-02-01,P0043,58,70,0
2025-03-01,P0043,84,49,85
2025-04-01,P0043,132,72,121
2025-05-01,P0043,72,71,24
2025-06-01,P0043,196,90,139
2025-07-01,P0043,167,76,174
2025-08-01,P0043,219,65,207
2025-09-01,P0043,172,71,112
2025-10-01,P0043,82,78,90
2025-11-01,P0043,143,102,100
2025-12-01,P0043,178,99,122
2026-01-01,P0043,208,71,162
2026-02-01,P0043,95,69,59
2026-03-01,P0043,183,63,209
2026-04-01,P0043,40,64,0
2026-05-01,P0043,67,64,50
2026-06-01,P0043,44,65,0
2026-07-01,P0043,128,89,77
2026-08-01,P0043,196,72,129
2026-09-01,P0043,92,60,77
2026-10-01,P0043,170,86,136
2026-11-01,P0043,70,95,24
2026-12-01,P0043,136,95,59
2025-01-01,P0044,201,29,247
2025-02-01,P0044,43,29,25
2025-03-01,P0044,86,33,117
2025-04-01,P0044,71,37,50
2025-05-01,P0044,53,40,100
2025-06-01,P0044,174,26,192
2025-07-01,P0044,101,27,159
2025-08-01,P0044,172,40,155
2025-09-01,P0044,96,37,123
2025-10-01,P0044,45,42,28
2025-11-01,P0044,206,45,193
2025-12-01,P0044,201,43,200
2026-01-01,P0044,105,33,157
2026-02-01,P0044,56,35,68
2026-03-01,P0044,128,31,116
2026-04-01,P0044,82,23,71
2026-05-01,P0044,184,20,242
2026-06-01,P0044,104,31,73
2026-07-01,P0044,138,33,133
2026-08-01,P0044,216,34,200
2026-09-01,P0044,92,38,84
2026-10-01,P0044,109,39,144
2026-11-01,P0044,144,40,122
2026-12-01,P0044,104,36,121
2025-01-01,P0045,213,70,215
2025-02-01,P0045,44,74,3
2025-03-01,P0045,213,83,212
2025-04-01,P0045,200,87,180
2025-05-01,P0045,208,83,205
2025-06-01,P0045,122,77,91
2025-07-01,P0045,125,113,29
2025-08-01,P0045,103,83,100
2025-09-01,P0045,117,82,83
2025-10-01,P0045,143,98,56
2025-11-01,P0045,138,114,25
2025-12-01,P0045,129,99,57
2026-01-01,P0045,182,99,87
2026-02-01,P0045,171,80,128
2026-03-01,P0045,149,74,128
2026-04-01,P0045,203,79,201
2026-05-01,P0045,134,97,97
2026-06-01,P0045,214,82,192
2026-07-01,P0045,42,83,39
2026-08-01,P0045,209,67,189
2026-09-01,P0045,130,74,117
2026-10-01,P0045,206,102,136
2026-11-01,P0045,159,124,96
2026-12-01,P0045,139,114,83
